,group_id,category_id,category.name,category.shortname,city,country,link,group_name,events
0,6388,14,health/wellbeing,health-wellbeing,New York,US,https://www.meetup.com/alternative-health-nyc/,Alternative Health NYC,[]
1,6510,4,community/environment,community-environment,New York,US,https://www.meetup.com/alternative-energy-meetup/,Alternative Energy Meetup,[]
2,8458,26,pets/animals,pets-animals,New York,US,https://www.meetup.com/Animals/,NYC Animal Rights,[]
3,8940,29,sci-fi/fantasy,sci-fi-fantasy,New York,US,https://www.meetup.com/NYC-Anime/,The New York City Anime Group,[]
4,10104,26,pets/animals,pets-animals,New York,US,https://www.meetup.com/NYC-Pitbull/,NYC Pit Bull Group,[]
5,10359,16,language/ethnic identity,language,New York,US,https://www.meetup.com/NYCArabicClub/,NYC International Arabic Language & Culture Club,[]
6,12111,16,language/ethnic identity,language,New York,US,https://www.meetup.com/NYCASL/,The New York City American Sign Language Meetup Group,[]
7,12542,22,new age/spirituality,new-age-spirituality,New York,US,https://www.meetup.com/nyc-astrology/,The New York City Astrology Meetup,[]
8,12907,28,religion/beliefs,religion-beliefs,New York,US,https://www.meetup.com/atheists-24/,New York City Atheists Meetings,[]
9,14573,13,movements/politics,government-politics,New York,US,https://www.meetup.com/aynrand-8/,The New York City Ayn Rand Group,[]
10,15217,31,socializing,socializing,New York,US,https://www.meetup.com/TheGreatNYCBackgammonGroup/,The New York City Backgammon Meetup Group,[]
11,15324,23,outdoors/adventure,outdoors-adventure,Chicago,US,https://www.meetup.com/Chicago-Backpackers/,The Chicago Backpackers Meetup Group,[]
12,16620,26,pets/animals,pets-animals,New York,US,https://www.meetup.com/basenji-nyc/,New York City Basenji Meetup,[]
13,17183,31,socializing,socializing,New York,US,https://www.meetup.com/bbfp-68/,The NYC Big Beautiful Fun People Meetup Group,[]
14,17921,26,pets/animals,pets-animals,New York,US,https://www.meetup.com/beagle-pack/,The Beagle Pack!,[]
15,18843,5,dancing,dancing,New York,US,https://www.meetup.com/NYCBellydancers/,NYC Bellydance Meetup!,[]
16,20517,33,support,support,New York,US,https://www.meetup.com/bipolar-10/,The NYC Bipolar Meetup Group,[]
17,22211,11,games,games,Chicago,US,https://www.meetup.com/chicagogames/,Chicago Game Lovers,[]
18,22253,11,games,games,New York,US,https://www.meetup.com/nyc-boardgames/,New York City Boardgames & Cardgames Group,[]
19,23713,18,book clubs,book-clubs,New York,US,https://www.meetup.com/bookcrossing-30/,The NYC Bookcrossing Meetup,['244512167']
20,24765,26,pets/animals,pets-animals,Chicago,US,https://www.meetup.com/ChicagoBostonTerriers/,The Chicago Boston Terrier Meetup Group,[]
21,25709,16,language/ethnic identity,language,Chicago,US,https://www.meetup.com/Socialize-Network-and-Connect/,"Socialize, Network, and Connect",[]
22,25727,16,language/ethnic identity,language,New York,US,https://www.meetup.com/NYC-BraziliansandBrazilianCulture/,Brazilians and Brazilian Culture in NYC Meetup,[]
23,26154,28,religion/beliefs,religion-beliefs,Chicago,US,https://www.meetup.com/chicago-freethought/,The Chicago Freethinkers Meetup Group,[]
24,26217,28,religion/beliefs,religion-beliefs,New York,US,https://www.meetup.com/NYCBrights/,The New York City Brights,[]
25,26415,32,sports/recreation,sports-recreation,New York,US,https://www.meetup.com/NYC-British-Expats/,Big Apple Brits/New York City British Expat Meetup Group,[]
26,26434,16,language/ethnic identity,language,San Francisco,US,https://www.meetup.com/brit-92/,The San Francisco Bay Area British and Irish Social Club,[]
27,29051,16,language/ethnic identity,language,Chicago,US,https://www.meetup.com/canadian-37/,The Chicago Expat Canadian Meetup Group,[]
28,29074,31,socializing,socializing,New York,US,https://www.meetup.com/NYCCanadians/,The New York City Expat Canadian Meetup Group,[]
29,30077,31,socializing,socializing,New York,US,https://www.meetup.com/casino-4/,The New York City Casino Gambling Meetup Group,[]
30,30873,10,food/drink,food-drink,New York,US,https://www.meetup.com/Celiac/,New York City Celiac Disease Meetup,[]
31,32509,26,pets/animals,pets-animals,New York,US,https://www.meetup.com/NYCCHIHUAHUAMEETUP/,The New York City Chihuahua Nation Meetup Group,[]
32,33104,16,language/ethnic identity,language,Chicago,US,https://www.meetup.com/chinese-11/,Chicago Chinese Culture,[]
33,33154,16,language/ethnic identity,language,New York,US,https://www.meetup.com/chinese-12/,NYC Original Chinese Language & Networking Meetup,[]
34,33172,16,language/ethnic identity,language,San Francisco,US,https://www.meetup.com/mandarin/,Bay Area Chinese Language Group ,[]
35,36610,10,food/drink,food-drink,New York,US,https://www.meetup.com/nyc-tea-and-coffee-lovers/,NYC Tea & Coffee Lovers,[]
36,37146,29,sci-fi/fantasy,sci-fi-fantasy,Chicago,US,https://www.meetup.com/comicschicago/,The Chicago Comic Book Meetup Group,[]
37,37855,2,career/business,career-business,New York,US,https://www.meetup.com/Consultants-NYC-STATE-INTNL/,The New York City-STATE-INTL Consultant Meetup Group,[]
38,37994,10,food/drink,food-drink,New York,US,https://www.meetup.com/GroupCuisine/,NYC Dining + Cooking,[]
39,41503,16,language/ethnic identity,language,New York,US,https://www.meetup.com/czech-8/,The New York City Czech and Slovak Meetup Group,[]
40,41708,26,pets/animals,pets-animals,New York,US,https://www.meetup.com/dachshund-33/,The New York City Dachshund Meetup Group,[]
41,44819,33,support,support,Chicago,US,https://www.meetup.com/depression-anxiety/,Chicago Anxiety Depression Trauma (CADT),[]
42,45494,27,photography,photography,New York,US,https://www.meetup.com/nycphotography/,The New York City Digital Photography Meetup Group,[]
43,45720,31,socializing,socializing,Chicago,US,https://www.meetup.com/chicago-dining-out/,Chicago Dining Out Meetup (CDO),[]
44,45748,31,socializing,socializing,New York,US,https://www.meetup.com/nyceventsandwinetastingnyc/,"Food, Beer, Spirits, and Wine Tasting NYC Events and more!",[]
45,45848,31,socializing,socializing,New York,US,https://www.meetup.com/dio4america/,The Super Cool Dio 2016 Meetup Group,[]
46,45901,11,games,games,New York,US,https://www.meetup.com/diplomacy-6/,The NYC Diplomacy and Risk Meetup Group,[]
47,46423,33,support,support,New York,US,https://www.meetup.com/divorcesupport-56/,The New York City Divorce Support Meetup Group,[]
48,47098,11,games,games,New York,US,https://www.meetup.com/NYC-DND/,The NYC Dungeons & Dragons Meetup Group,[]
49,49130,22,new age/spirituality,new-age-spirituality,New York,US,https://www.meetup.com/dreaming/,The Soul Dreamers Club of New York,[]
50,50657,4,community/environment,community-environment,New York,US,https://www.meetup.com/dumpsterdiving-4/,NYC Freegan Meetup,[]
51,52576,21,music,music,New York,US,https://www.meetup.com/concertsinnyc/,"NYC Showtime: Discount Concerts,Theater, Shows, and more",[]
52,54126,14,health/wellbeing,health-wellbeing,New York,US,https://www.meetup.com/EnergyHealersNYC/,Energy Healers NYC,[]
53,54258,26,pets/animals,pets-animals,Chicago,US,https://www.meetup.com/chicagobullies/,The Chicago English Bulldog Meetup Group,[]
54,54356,26,pets/animals,pets-animals,San Francisco,US,https://www.meetup.com/sfbulldogs/,The San Francisco English Bulldog Meetup Group,[]
55,54474,22,new age/spirituality,new-age-spirituality,New York,US,https://www.meetup.com/enneagram-4/,The New York Enneagram of Personality Meetup Group,[]
56,54628,2,career/business,career-business,New York,US,https://www.meetup.com/entrepreneur-23/,The New York City Entrepreneur Meetup Group,[]
57,54659,2,career/business,career-business,San Francisco,US,https://www.meetup.com/sanfrancisco-entrepreneur/,Entrepreneurs & VCs,[]
58,54691,2,career/business,career-business,New York,US,https://www.meetup.com/Zorkas-entrepreneur-success/,SUCCESS! An Entrepreneurial Meetup Group,"['243666243', 'xbggxlywpbkc', 'xbggxlywqbhc', 'xbggxlyxcbdc', 'xbggxlyxdbjc', 'xbggxlyxfbjc', 'xbggxlyxgbfc', 'xbggxlyxhblc', 'xbggxlyxjbhc', 'xbggxlyxkbfc', 'xbggxlyxlbkc', 'xbggxlyxmbgc', 'xbggxlyxnbdc']"
59,54954,2,career/business,career-business,New York,US,https://www.meetup.com/Environmental/,The New York City Environmental Meetup Group,[]
60,55272,16,language/ethnic identity,language,Chicago,US,https://www.meetup.com/ESLENGLISH/,"ESL ENGLISH COFFEE, CONVERSATION & FRIENDSHIP CHICAGO MEETUP",[]
61,56947,28,religion/beliefs,religion-beliefs,Chicago,US,https://www.meetup.com/exjw-29/,The Chicago Ex-Jehovah's Witnesses Meetup Group,[]
62,57434,31,socializing,socializing,New York,US,https://www.meetup.com/expat-8/,The New York City Expat Meetup Group,[]
63,57688,16,language/ethnic identity,language,New York,US,https://www.meetup.com/nyc-germanculture/,New York City German Culture Group,[]
64,60592,33,support,support,New York,US,https://www.meetup.com/Fibromyalgia-CFIDS/,The New York City ME/CFS &  Fibromyalgia  Meetup,[]
65,61473,29,sci-fi/fantasy,sci-fi-fantasy,Chicago,US,https://www.meetup.com/chicagoland-browncoats/,Chicago Firefly/Serenity Meetup,[]
66,62721,6,education/learning,education-learning,New York,US,https://www.meetup.com/foreignservice-1/,The New York City Foreign Service Meetup Group,[]
67,62769,3,cars/motorcycles,cars-motorcycles,San Francisco,US,https://www.meetup.com/formula1-10/,The San Francisco Formula 1 Meetup Group,[]
68,62864,27,photography,photography,New York,US,https://www.meetup.com/fotolog-1/,The Tri-State Fotolog Meetup Group,[]
69,63491,31,socializing,socializing,New York,US,https://www.meetup.com/freemasons-8/,The New York City Freemasons & Eastern Star Meetup Group,[]
70,63782,16,language/ethnic identity,language,Chicago,US,https://www.meetup.com/Chicago-French-Language/,The Chicago French Language Meetup Group,[]
71,63856,16,language/ethnic identity,language,New York,US,https://www.meetup.com/original/,original new york french meetup,[]
72,63891,16,language/ethnic identity,language,San Francisco,US,https://www.meetup.com/francophonesdeSF/,LES AMI(E)S FRANCOPHONES DE SAN FRANCISCO,[]
73,64057,26,pets/animals,pets-animals,Chicago,US,https://www.meetup.com/The-Chicago-Meetup-Professioals/,The Chicago Professionals Meetup,[]
74,64078,26,pets/animals,pets-animals,New York,US,https://www.meetup.com/frenchbulldog-6/,FRENCH BULLDOG NYC,[]
75,65784,34,tech,tech,New York,US,https://www.meetup.com/igda-nyc/,IGDA NYC,[]
76,65802,2,career/business,career-business,San Francisco,US,https://www.meetup.com/sfgamedevelopers/,San Franciso Game Development Meetup Group,[]
77,67696,16,language/ethnic identity,language,Chicago,US,https://www.meetup.com/Chicago-German-Language/,The Chicago German Language Meetup Group,[]
78,67776,14,health/wellbeing,health-wellbeing,New York,US,https://www.meetup.com/positivelife/,Flourishing Life Meetup,[]
79,67805,16,language/ethnic identity,language,San Francisco,US,https://www.meetup.com/german-56/,SF German Stammtisch,[]
80,71156,34,tech,tech,Chicago,US,https://www.meetup.com/graphicdesign-71/,The Chicago Graphic Design Meetup Group,[]
81,72002,6,education/learning,education-learning,New York,US,https://www.meetup.com/hellenicamerican/,Greek Language & Culture Meetup (NYC),[]
82,75556,16,language/ethnic identity,language,New York,US,https://www.meetup.com/nychebrewmeetup/,The New York City Hebrew Language Meetup Group,[]
83,76638,23,outdoors/adventure,outdoors-adventure,New York,US,https://www.meetup.com/The-New-York-City-Hiking-Group/,The New York City Hiking Group,[]
84,76731,16,language/ethnic identity,language,New York,US,https://www.meetup.com/hindi-4/,The NYC Hindi Meetup Group,[]
85,76809,28,religion/beliefs,religion-beliefs,New York,US,https://www.meetup.com/hinduism-buddhism/,The New York City Hinduism and Buddhism Meetup Group,[]
86,77614,25,parents/family,parents-family,Chicago,US,https://www.meetup.com/chicagohomebirth/,Chicago Area Homebirth Meetup,[]
87,81082,34,tech,tech,New York,US,https://www.meetup.com/ia-14/,The New York City Information Architecture Meetup Group,[]
88,81314,2,career/business,career-business,New York,US,https://www.meetup.com/NYCSTG/,The New York City Stock Traders  Meetup Group,[]
89,81368,2,career/business,career-business,San Francisco,US,https://www.meetup.com/ibd-95/,The San Francisco Investor's Business Daily Meetup Group,[]
90,82387,13,movements/politics,government-politics,New York,US,https://www.meetup.com/propeace/,The New York City Pro-Peace Meetup Group,[]
91,82918,16,language/ethnic identity,language,New York,US,https://www.meetup.com/NYCIndian/,The NYC Indian Meetup Group,[]
92,83211,20,movies/film,movies-film,Chicago,US,https://www.meetup.com/CIDFilms/,Chicagoland Independent & Documentary Films/Movies[CIDFilms],[]
93,83236,20,movies/film,movies-film,New York,US,https://www.meetup.com/indiefilm-8/,The New York City Indie Film Meetup Group,[]
94,84585,2,career/business,career-business,New York,US,https://www.meetup.com/nyinvestingmeetup/,New York Investing Meetup,[]
95,84905,16,language/ethnic identity,language,New York,US,https://www.meetup.com/irish-10/,The New York City Irish Language Meetup Group,[]
96,85362,16,language/ethnic identity,language,Chicago,US,https://www.meetup.com/The-Chicago-Italian-Language-Meetup-Group/,The Chicago Italian Language Meetup Group,[]
97,85422,16,language/ethnic identity,language,New York,US,https://www.meetup.com/winefoodlovers/,"New York City Italian Language, Food, & Culture Club",[]
98,85450,16,language/ethnic identity,language,San Francisco,US,https://www.meetup.com/San-Francisco-Italian-Language-Meetup/,The San Francisco Italian Language Meetup Group,[]
99,86704,16,language/ethnic identity,language,Chicago,US,https://www.meetup.com/chicagojapaneselanguagemeetup/,Chicago Japanese Language Meetup Group,[]
100,86777,16,language/ethnic identity,language,New York,US,https://www.meetup.com/japanese-19/,The New York City Japanese Language Meetup Group,[]
101,87095,34,tech,tech,New York,US,https://www.meetup.com/nycjava/,The New York City Java Meetup Group,[]
102,88008,15,hobbies/crafts,hobbies-crafts,New York,US,https://www.meetup.com/JewelryNYC/,The New York City Jewelry Making Meetup Group,[]
103,90497,31,socializing,socializing,New York,US,https://www.meetup.com/NYC-Karaoke-Meetup/,The New York City Karaoke Meetup Group,[]
104,90517,21,music,music,San Francisco,US,https://www.meetup.com/karaoke-88/,SFBA Karaoke Meetup! :),[]
105,91120,22,new age/spirituality,new-age-spirituality,New York,US,https://www.meetup.com/kenwilber-58/,Integral New York's Ken Wilber Meetup,[]
106,92266,16,language/ethnic identity,language,New York,US,https://www.meetup.com/iknowkorean/,The New York City Korean Language Exchange Meetup,[]
107,93155,32,sports/recreation,sports-recreation,New York,US,https://www.meetup.com/newyorklacrosse/,New York Lacrosse Club,[]
108,98850,26,pets/animals,pets-animals,New York,US,https://www.meetup.com/maltesenyc/,THE NEW YORK CITY MALTESE MEETUP GROUP,[]
109,101329,31,socializing,socializing,New York,US,https://www.meetup.com/meditation-33/,New York City Meditation and Celebration,[]
110,102531,22,new age/spirituality,new-age-spirituality,New York,US,https://www.meetup.com/metaphysics-7/,The New York City Metaphysics Meetup Group,[]
111,103986,26,pets/animals,pets-animals,New York,US,https://www.meetup.com/minipinscher-54/,The New York City Miniature Pinscher Meetup Group,[]
112,105714,20,movies/film,movies-film,Chicago,US,https://www.meetup.com/ChicagoFunFans/,The Chicagoland Fun & Food Fans Meetup Group,[]
113,107575,34,tech,tech,Chicago,US,https://www.meetup.com/mysql-5/,Chicago MySQL User Group Meetup,[]
114,107592,34,tech,tech,New York,US,https://www.meetup.com/mysqlnyc/,"SQL NYC, The NoSQL & NewSQL Database Meetup",[]
115,107604,34,tech,tech,San Francisco,US,https://www.meetup.com/sf-mysql/,#SFMySQL Meetup,[]
116,107970,22,new age/spirituality,new-age-spirituality,New York,US,https://www.meetup.com/NY-Mythology/,The NY Mythology Group,[]
117,108878,4,community/environment,community-environment,Chicago,US,https://www.meetup.com/naturalbuilding-4/,The Chicago Natural Building Meetup Group,[]
118,110103,31,socializing,socializing,Chicago,US,https://www.meetup.com/newintown-55/,The Chicago New In Town Meetup Group,[]
119,110197,31,socializing,socializing,New York,US,https://www.meetup.com/NYCNewInTown/,The New York City New In Town Meetup Group,[]
120,110560,31,socializing,socializing,New York,US,https://www.meetup.com/travelandnightlife/,"NYC Travel, Local Trips, and Nightlife",[]
121,111855,14,health/wellbeing,health-wellbeing,New York,US,https://www.meetup.com/nlp-hypnosis-nyc/,Hypnosis & NLP NYC - Update Your Brain,[]
122,112155,4,community/environment,community-environment,New York,US,https://www.meetup.com/NYCNonprofit/,NYC Non-Profit Meetup Club (NYCNP),[]
123,113455,4,community/environment,community-environment,New York,US,https://www.meetup.com/resiliencenyc/,Resilience NYC Meetup Group,[]
124,115482,28,religion/beliefs,religion-beliefs,New York,US,https://www.meetup.com/TriStatePaganCommunity/,The TriState Pagan Community,[]
125,117061,24,paranormal,paranormal,New York,US,https://www.meetup.com/The-NYC-Paranormal-Meetup/,The NYC Paranormal Meetup,[]
126,120182,27,photography,photography,New York,US,https://www.meetup.com/NYPhotoSafari/,NY Photo & Safari Meetup,[]
127,120903,34,tech,tech,San Francisco,US,https://www.meetup.com/sf-php/,SF PHP Community,[]
128,122646,11,games,games,Chicago,US,https://www.meetup.com/poker-13/,The Chicago Poker Meetup Group,[]
129,122787,11,games,games,New York,US,https://www.meetup.com/nycpokergroup/,New York City Poker Group,[]
130,123071,16,language/ethnic identity,language,New York,US,https://www.meetup.com/polishclub/,The NYC Polish Social Group,[]
131,123543,26,pets/animals,pets-animals,New York,US,https://www.meetup.com/pomeranian-4/,The New York City Pomeranian Meetup Group,[]
132,125245,28,religion/beliefs,religion-beliefs,New York,US,https://www.meetup.com/NYC-progressive-muslim/,The New York City Progressive Muslim Meetup Group,[]
133,126290,26,pets/animals,pets-animals,Chicago,US,https://www.meetup.com/chicagopugs/,Chicago Pugs,[]
134,126412,26,pets/animals,pets-animals,New York,US,https://www.meetup.com/NYCPugs/,The NYC Pug Meetup Group,[]
135,129080,26,pets/animals,pets-animals,New York,US,https://www.meetup.com/New-York-Rat-Group/,The New York City Rat Meetup Group,[]
136,129277,14,health/wellbeing,health-wellbeing,Chicago,US,https://www.meetup.com/LiveFoodChicago/,The Live Food Chicago Community,[]
137,129313,14,health/wellbeing,health-wellbeing,New York,US,https://www.meetup.com/NYCRAWFOOD/,The New York City Raw Food Meetup Group,[]
138,130340,32,sports/recreation,sports-recreation,New York,US,https://www.meetup.com/nycsox/,"The New York City, Boston Red Sox meetup group.",[]
139,130643,14,health/wellbeing,health-wellbeing,New York,US,https://www.meetup.com/nycspiritualevents/,NYC Reiki & Spiritual Healing Events,[]
140,131291,13,movements/politics,government-politics,New York,US,https://www.meetup.com/Republican-Party-NYC-Brooklyn-LongIsland/,The New York City-BKLYN-L.I. Republican Party Meetup Group,[]
141,134063,34,tech,tech,San Francisco,US,https://www.meetup.com/sfruby/,The San Francisco Ruby Meetup Group,[]
142,134708,16,language/ethnic identity,language,New York,US,https://www.meetup.com/nycrussian/,The New York City Russian Language Meetup Group,[]
143,135785,5,dancing,dancing,Chicago,US,https://www.meetup.com/Sultry-Salsa-Dancers/,Sultry Salsa Dancers Chicago,[]
144,135815,5,dancing,dancing,New York,US,https://www.meetup.com/New-York-Latin/,The New York Latin Social Group,[]
145,136329,22,new age/spirituality,new-age-spirituality,New York,US,https://www.meetup.com/Satanists-NYC/,"NYC Satanists, Luciferians, Dark Pagans, and LHP Occultists",[]
146,137598,29,sci-fi/fantasy,sci-fi-fantasy,Chicago,US,https://www.meetup.com/chicago-sci-fi-fantasy-group/,The Chicago Sci-Fi/Fantasy Meetup Group,[]
147,137667,29,sci-fi/fantasy,sci-fi-fantasy,New York,US,https://www.meetup.com/scifi-22/,The New York City Sci-Fi/Fantasy Meetup Group,[]
148,137842,36,writing,writing,New York,US,https://www.meetup.com/scifiwriting-19/,World Writers-the NYC SciFi Fantasy Writers meetup,[]
149,138890,20,movies/film,movies-film,New York,US,https://www.meetup.com/NYC-Screenwriters-Collective/,NYC Screenwriters Collective,[]
150,139547,14,health/wellbeing,health-wellbeing,New York,US,https://www.meetup.com/LoveHappinessSuccess/,"Love, Happiness & Success NYC",[]
151,140195,11,games,games,Chicago,US,https://www.meetup.com/ChicagoEuroBoardgames/,Saturday Strategy & Euro Boardgames,[]
152,140217,11,games,games,New York,US,https://www.meetup.com/SettlersNYC/,NYC Settlers of Catan Meetup Group,[]
153,141123,26,pets/animals,pets-animals,New York,US,https://www.meetup.com/NYC-Shih-Tzus/,The New York City Shih Tzu Meetup Group,[]
154,141141,26,pets/animals,pets-animals,San Francisco,US,https://www.meetup.com/San-Francisco-ShihTzu-Meetup/,The San Francisco Shih Tzu Meetup Group,[]
155,141281,33,support,support,Chicago,US,https://www.meetup.com/shyness-23/,Chicago Shyness and Social Anxiety Meetup,[]
156,142245,31,socializing,socializing,New York,US,https://www.meetup.com/EventsForWineLovers/,Events for Wine Lovers,[]
157,143531,2,career/business,career-business,Chicago,US,https://www.meetup.com/ChicagoBusinessLeaders/,Chicago Business Leaders Forum,[]
158,143565,2,career/business,career-business,New York,US,https://www.meetup.com/nybusinessnetwork/,New York Business Network,[]
159,144409,31,socializing,socializing,New York,US,https://www.meetup.com/socialnetwork-6/,The New York City Social Networking Meetup Group,[]
160,145874,16,language/ethnic identity,language,Chicago,US,https://www.meetup.com/Chicago-Spanish-Language/,The Chicago Spanish Language Meetup Group,[]
161,145951,16,language/ethnic identity,language,New York,US,https://www.meetup.com/spanishconversation/,The New York Spanish Language Meetup,[]
162,145990,16,language/ethnic identity,language,San Francisco,US,https://www.meetup.com/Spanish-Language-Meetup/,San Francisco Spanish-Language MeetUp,[]
163,146584,28,religion/beliefs,religion-beliefs,New York,US,https://www.meetup.com/spiritualism-59/,The New York City Eastern Spirituality Meetup Group,[]
164,147811,29,sci-fi/fantasy,sci-fi-fantasy,New York,US,https://www.meetup.com/nystartrek/,The New York City Star Trek Meetup Group,[]
165,148015,29,sci-fi/fantasy,sci-fi-fantasy,New York,US,https://www.meetup.com/starwars-45/,The  New York City Star Wars  Meetup,[]
166,148184,32,sports/recreation,sports-recreation,New York,US,https://www.meetup.com/steelers-8/,The New York City Pittsburgh Steelers Meetup Group,[]
167,150828,14,health/wellbeing,health-wellbeing,Chicago,US,https://www.meetup.com/chicagotaichi/,The Chicago T'ai Chi Meetup Group,[]
168,151205,22,new age/spirituality,new-age-spirituality,New York,US,https://www.meetup.com/Forest-HIlls-Tarot-Meetup/,Forest Hills Tarot Meetup~ Tarot Community,[]
169,151261,22,new age/spirituality,new-age-spirituality,New York,US,https://www.meetup.com/tarot-53/,The New York City Tarot Meetup Group,[]
170,153174,31,socializing,socializing,New York,US,https://www.meetup.com/thai-7/,Thai Language Meetup of NYC and NJ,[]
171,153288,1,fine arts/culture,arts-culture,Chicago,US,https://www.meetup.com/TheatreGoers/,Chicago Theater Goers Meetup Group,"['243786000', '244227891', '244264320', '244349961']"
172,155678,13,movements/politics,government-politics,Chicago,US,https://www.meetup.com/townhall-18/,The Chicago Townhall Meetup Group,[]
173,156777,29,sci-fi/fantasy,sci-fi-fantasy,New York,US,https://www.meetup.com/futurists/,New York City Futurist Group,[]
174,156985,23,outdoors/adventure,outdoors-adventure,Chicago,US,https://www.meetup.com/travel-14/,The Chicago Travel Meetup Group,[]
175,157055,23,outdoors/adventure,outdoors-adventure,New York,US,https://www.meetup.com/world-travelers/,NYC World Travelers Group,[]
176,157085,31,socializing,socializing,San Francisco,US,https://www.meetup.com/SF-Travel-Addicts/,SF Travel Addicts,[]
177,160188,31,socializing,socializing,Chicago,US,https://www.meetup.com/vampires-21/,The Chicago Vampire Meetup Group,[]
178,160880,10,food/drink,food-drink,Chicago,US,https://www.meetup.com/vegan-chicago/,Vegan Chicago,[]
179,160956,10,food/drink,food-drink,New York,US,https://www.meetup.com/nyceatup/,NYC Vegan EatUP,[]
180,161249,10,food/drink,food-drink,New York,US,https://www.meetup.com/vegetarian-nyc/,The New York City Vegetarian & Vegan Meetup,[]
181,161727,16,language/ethnic identity,language,New York,US,https://www.meetup.com/NY-Vietnamese/,New York Vietnamese Meetup Group,[]
182,163773,34,tech,tech,New York,US,https://www.meetup.com/nyc-web-design/,NYC Web Design Meetup,[]
183,166137,10,food/drink,food-drink,New York,US,https://www.meetup.com/NYCWineClub/,NYC Wine Club,[]
184,166524,22,new age/spirituality,new-age-spirituality,New York,US,https://www.meetup.com/nycwitches/,The New York City Witches Meetup Group,[]
185,170014,26,pets/animals,pets-animals,San Francisco,US,https://www.meetup.com/sfyorkiemeetup/,San Francisco Yorkshire Terrier & Dog Friends Meetup Group,[]
186,170413,13,movements/politics,government-politics,New York,US,https://www.meetup.com/NYYRCInc/,The New York Young Republican Club,[]
187,171277,13,movements/politics,government-politics,New York,US,https://www.meetup.com/realdemocrats/,The New York City Democratic Party Meetup Group,[]
188,171703,13,movements/politics,government-politics,New York,US,https://www.meetup.com/dfa-103/,The Upper Manhattan Democracy for America/DFNYC Meetup Group,[]
189,171706,13,movements/politics,government-politics,New York,US,https://www.meetup.com/democracyfornewyorkcity/,The Lower Manhattan Democracy for America/DFNYC Meetup Group,[]
190,172957,16,language/ethnic identity,language,New York,US,https://www.meetup.com/NewYorkHongKongCantonese/,The New York Hong Kong/Cantonese Meetup Group,[]
191,172996,16,language/ethnic identity,language,Chicago,US,https://www.meetup.com/ChicagoArabic/,"Chicago Arabic language, Culture & civilization Club",[]
192,176419,16,language/ethnic identity,language,New York,US,https://www.meetup.com/NewYorkFrenchGroup/,The New York French Language Meetup Group,[]
193,177092,32,sports/recreation,sports-recreation,New York,US,https://www.meetup.com/nyc-liarcheryclub/,New York City/Long Island Archery Group,[]
194,177330,34,tech,tech,New York,US,https://www.meetup.com/graphicdesignnyc/,Graphic Design NYC,[]
195,178198,1,fine arts/culture,arts-culture,New York,US,https://www.meetup.com/unionsquare/,Union Square Reading Group,[]
196,178487,11,games,games,New York,US,https://www.meetup.com/poker-in-midtown/,Low Stakes Poker in Midtown,[]
197,179249,31,socializing,socializing,San Francisco,US,https://www.meetup.com/Social-Events-SanFrancisco/,SOCIAL SAN FRANCISCO,[]
198,182048,27,photography,photography,New York,US,https://www.meetup.com/Music-Photographers-Group/,The International Music Photographers Lounge,[]
199,183023,11,games,games,Chicago,US,https://www.meetup.com/poker-506/,The Chicago Texas Holdem Meetup Group (C-THEM),[]
200,188667,5,dancing,dancing,New York,US,https://www.meetup.com/swingdancing-82/,New York City Swing Dance Group,[]
201,190144,10,food/drink,food-drink,New York,US,https://www.meetup.com/World-Food-Lovers/,The World Food Lover's Dining Out Group,[]
202,190303,2,career/business,career-business,New York,US,https://www.meetup.com/ventures/, NYC Entrepreneurs - Collaborate Innovate Expand,[]
203,191073,31,socializing,socializing,New York,US,https://www.meetup.com/NYSOCIALGROUP/,! New York Social Society Meetup Group !,[]
204,192000,31,socializing,socializing,New York,US,https://www.meetup.com/Jewishprofessionalsnyc/,NY's #1 Jewish Professionals Group,[]
205,192016,10,food/drink,food-drink,Chicago,US,https://www.meetup.com/Single-Malt-Scotch/,The Chicago Scotch Malt Whiskey Meetup Group,[]
206,192035,2,career/business,career-business,New York,US,https://www.meetup.com/The-NYC-Business-Networking-Group/,The NYC Business Networking Group (NYCBNG): Award Winner!,"['242420095', '244515923']"
207,192039,31,socializing,socializing,New York,US,https://www.meetup.com/friends-396/,The Leftonred and Greene Meetup Group,[]
208,194110,22,new age/spirituality,new-age-spirituality,New York,US,https://www.meetup.com/meetup-on-the-moon/,Space Travelers Meetup On The Moon,[]
209,194872,10,food/drink,food-drink,New York,US,https://www.meetup.com/vegout-nyc/,VegOut NYC,[]
210,196664,16,language/ethnic identity,language,New York,US,https://www.meetup.com/italianiallestero-TV/,ITALIANI NYc  italian language  www.ITALIANIALLESTERO.TV,[]
211,197964,18,book clubs,book-clubs,New York,US,https://www.meetup.com/NYBOOKCLUB/,The NYC  Book Club Meetup Group,[]
212,198402,31,socializing,socializing,New York,US,https://www.meetup.com/NewYorkAdventures/,New York Adventures,[]
213,199194,31,socializing,socializing,New York,US,https://www.meetup.com/New-York-Wine-Socials/,The New York Wine Social Group,[]
214,199741,27,photography,photography,New York,US,https://www.meetup.com/figure-photography/,Manhattan figure study and lighting workshops,[]
215,200998,2,career/business,career-business,New York,US,https://www.meetup.com/NY-Professional-Black-Latino-Women/,NYC Professional Black And Latino Women,[]
